"portal","kandydat","data","nr","czy.w.tytule","dlugosc.art","ile.razy","ile.razy.wzg","waga"
"interia","duda","2015-04-18 21:42:00",1,TRUE,3244,6,0.00184956843403206,2
"interia","duda","2015-04-19 16:42:00",1,TRUE,3982,4,0.00100452034153692,2
"interia","duda","2015-04-19 18:42:00",1,TRUE,3982,4,0.00100452034153692,2
"interia","duda","2015-04-19 20:42:00",1,TRUE,3982,4,0.00100452034153692,2
"interia","duda","2015-04-19 21:42:00",1,TRUE,3982,4,0.00100452034153692,2
"interia","duda","2015-04-20 10:42:00",1,TRUE,1003,5,0.00498504486540379,2
"interia","duda","2015-04-22 20:42:00",1,TRUE,3037,9,0.00296345077378992,2
"interia","duda","2015-04-22 21:42:00",1,TRUE,3037,9,0.00296345077378992,2
"interia","duda","2015-04-24 10:42:00",1,TRUE,1633,7,0.00428658909981629,2
"interia","duda","2015-04-24 10:42:00",2,TRUE,1565,5,0.00319488817891374,2
"interia","duda","2015-04-24 10:42:00",3,TRUE,1697,2,0.00117855038302887,2
"interia","duda","2015-04-24 13:42:00",1,TRUE,2325,2,0.000860215053763441,2
"interia","duda","2015-04-24 16:42:00",1,TRUE,2325,2,0.000860215053763441,2
"interia","duda","2015-04-24 18:42:00",1,TRUE,2325,2,0.000860215053763441,2
"interia","duda","2015-04-25 16:42:00",1,TRUE,684,2,0.00292397660818713,2
"interia","duda","2015-04-25 18:42:00",1,TRUE,684,2,0.00292397660818713,2
"interia","duda","2015-04-25 20:42:00",1,TRUE,684,2,0.00292397660818713,2
"interia","duda","2015-04-26 16:42:00",1,TRUE,1121,2,0.00178412132024978,2
"interia","duda","2015-04-26 18:42:00",1,TRUE,1121,2,0.00178412132024978,2
"interia","duda","2015-04-27 18:42:00",1,TRUE,927,3,0.00323624595469256,2
"interia","duda","2015-04-27 21:42:00",1,TRUE,927,3,0.00323624595469256,2
"interia","duda","2015-04-29 10:42:00",1,TRUE,648,4,0.00617283950617284,2
"interia","duda","2015-04-29 13:42:00",1,TRUE,2489,4,0.00160707111289675,2
"interia","duda","2015-04-29 13:42:00",2,TRUE,648,4,0.00617283950617284,2
"interia","duda","2015-04-29 18:42:00",1,TRUE,648,4,0.00617283950617284,2
"interia","duda","2015-04-29 20:43:00",1,TRUE,3574,2,0.000559597090095132,2
"interia","duda","2015-04-29 21:42:00",1,TRUE,3574,2,0.000559597090095132,2
"interia","duda","2015-04-30 13:42:00",1,TRUE,2116,6,0.00283553875236295,2
"interia","duda","2015-04-30 13:42:00",2,TRUE,531,3,0.00564971751412429,2
"interia","duda","2015-04-30 16:42:00",1,TRUE,531,3,0.00564971751412429,2
"interia","duda","2015-04-30 18:42:00",1,TRUE,531,3,0.00564971751412429,2
"interia","duda","2015-04-30 20:42:00",1,TRUE,3817,5,0.00130992926381975,2
"interia","duda","2015-04-30 20:42:00",2,TRUE,531,3,0.00564971751412429,2
"interia","duda","2015-05-01 16:42:00",1,TRUE,887,4,0.00450958286358512,2
"interia","duda","2015-05-01 18:42:00",1,TRUE,1618,6,0.00370828182941904,2
"interia","duda","2015-05-01 20:42:00",1,TRUE,5905,7,0.00118543607112616,2
"interia","duda","2015-05-02 18:42:00",1,TRUE,4434,4,0.0009021199819576,4
"interia","duda","2015-05-02 21:42:00",1,TRUE,4434,4,0.0009021199819576,2
"interia","duda","2015-05-04 16:42:00",1,TRUE,1469,2,0.00136147038801906,2
"interia","duda","2015-05-04 18:42:00",1,TRUE,1469,2,0.00136147038801906,2
"interia","duda","2015-05-04 21:42:00",1,TRUE,1469,2,0.00136147038801906,2
"interia","duda","2015-05-05 13:42:00",1,TRUE,602,2,0.00332225913621262,2
"interia","duda","2015-05-05 16:42:00",1,TRUE,2105,3,0.00142517814726841,3
"interia","duda","2015-05-05 16:42:00",2,TRUE,671,3,0.00447093889716841,2
"interia","duda","2015-05-05 18:42:00",1,TRUE,2105,3,0.00142517814726841,3
"interia","duda","2015-05-05 18:42:00",2,TRUE,671,3,0.00447093889716841,2
"interia","duda","2015-05-05 20:42:00",1,TRUE,5500,4,0.000727272727272727,4
"interia","duda","2015-05-05 20:42:00",2,TRUE,2105,3,0.00142517814726841,3
"interia","duda","2015-05-05 20:42:00",3,TRUE,671,3,0.00447093889716841,2
"interia","duda","2015-05-05 21:42:00",1,TRUE,5500,4,0.000727272727272727,4
"interia","duda","2015-05-05 21:42:00",2,TRUE,671,3,0.00447093889716841,2
"interia","duda","2015-05-07 13:42:00",1,TRUE,2567,7,0.00272691858200234,4
"interia","duda","2015-05-07 16:42:00",1,TRUE,5602,14,0.00249910746162085,2
"interia","jarubas","2015-03-21 18:15:00",1,TRUE,3447,10,0.00290107339715695,2
"interia","jarubas","2015-03-21 20:15:00",1,TRUE,3447,10,0.00290107339715695,2
"interia","jarubas","2015-04-15 13:42:00",1,TRUE,1363,6,0.00440205429200293,2
"interia","komorowski","2015-03-17 13:12:00",1,TRUE,3788,7,0.00184794086589229,2
"interia","komorowski","2015-03-18 16:12:00",1,TRUE,1590,3,0.00188679245283019,4
"interia","komorowski","2015-03-18 16:12:00",2,TRUE,3458,9,0.00260266049739734,2
"interia","komorowski","2015-03-18 21:15:00",1,TRUE,1866,3,0.00160771704180064,4
"interia","komorowski","2015-03-18 21:15:00",2,TRUE,1343,2,0.00148920327624721,2
"interia","komorowski","2015-03-19 18:15:00",1,TRUE,7646,5,0.000653936698927544,2
"interia","komorowski","2015-03-20 12:15:00",1,TRUE,6419,6,0.000934725035052189,2
"interia","komorowski","2015-03-21 18:15:00",1,TRUE,3546,5,0.00141003948110547,2
"interia","komorowski","2015-03-21 20:15:00",1,TRUE,5404,9,0.00166543301258327,4
"interia","komorowski","2015-03-22 21:32:00",1,TRUE,1061,9,0.00848256361922714,2
"interia","komorowski","2015-03-23 10:32:00",1,TRUE,1066,3,0.00281425891181989,2
"interia","komorowski","2015-03-24 16:32:00",1,TRUE,2059,2,0.000971345313258863,2
"interia","komorowski","2015-03-25 16:42:00",1,TRUE,13,0,0,2
"interia","komorowski","2015-03-28 16:42:00",1,TRUE,807,3,0.00371747211895911,2
"interia","komorowski","2015-03-28 22:30:00",1,TRUE,807,3,0.00371747211895911,2
"interia","komorowski","2015-03-29 16:42:00",1,TRUE,2201,3,0.00136301681054066,2
"interia","komorowski","2015-03-29 20:22:00",1,TRUE,2201,3,0.00136301681054066,2
"interia","komorowski","2015-03-29 20:42:00",1,TRUE,2201,3,0.00136301681054066,2
"interia","komorowski","2015-03-29 21:42:00",1,TRUE,2201,3,0.00136301681054066,2
"interia","komorowski","2015-03-30 20:42:00",1,TRUE,1737,4,0.0023028209556707,2
"interia","komorowski","2015-03-30 21:42:00",1,TRUE,1737,4,0.0023028209556707,2
"interia","komorowski","2015-04-01 14:42:00",1,TRUE,2293,9,0.00392498909725251,2
"interia","komorowski","2015-04-05 20:42:00",1,TRUE,548,2,0.00364963503649635,2
"interia","komorowski","2015-04-06 13:42:00",1,TRUE,341,1,0.00293255131964809,2
"interia","komorowski","2015-04-06 16:42:00",1,TRUE,341,1,0.00293255131964809,2
"interia","komorowski","2015-04-07 20:42:00",1,TRUE,923,3,0.00325027085590466,2
"interia","komorowski","2015-04-07 21:42:00",1,TRUE,923,3,0.00325027085590466,2
"interia","komorowski","2015-04-08 13:42:00",1,TRUE,1386,2,0.00144300144300144,2
"interia","komorowski","2015-04-08 20:42:00",1,TRUE,347,1,0.00288184438040346,2
"interia","komorowski","2015-04-08 21:42:00",1,TRUE,347,1,0.00288184438040346,2
"interia","komorowski","2015-04-09 13:42:00",1,TRUE,5210,9,0.00172744721689059,2
"interia","komorowski","2015-04-09 16:42:00",1,TRUE,5210,9,0.00172744721689059,2
"interia","komorowski","2015-04-09 22:03:00",1,TRUE,1177,1,0.000849617672047579,2
"interia","komorowski","2015-04-10 13:42:00",1,TRUE,2863,6,0.00209570380719525,2
"interia","komorowski","2015-04-10 18:42:00",1,TRUE,1983,6,0.00302571860816944,2
"interia","komorowski","2015-04-10 20:42:00",1,TRUE,1983,6,0.00302571860816944,2
"interia","komorowski","2015-04-10 21:42:00",1,TRUE,1983,6,0.00302571860816944,2
"interia","komorowski","2015-04-12 20:42:00",1,TRUE,560,3,0.00535714285714286,2
"interia","komorowski","2015-04-13 10:42:00",1,TRUE,10078,12,0.00119071244294503,4
"interia","komorowski","2015-04-13 13:42:00",1,TRUE,3933,8,0.00203407068395627,4
"interia","komorowski","2015-04-13 16:42:00",1,TRUE,3933,8,0.00203407068395627,2
"interia","komorowski","2015-04-13 20:42:00",1,TRUE,4880,6,0.00122950819672131,2
"interia","komorowski","2015-04-13 20:42:00",2,TRUE,859,2,0.00232828870779977,2
"interia","komorowski","2015-04-13 21:42:00",1,TRUE,4880,6,0.00122950819672131,2
"interia","komorowski","2015-04-13 21:42:00",2,TRUE,859,2,0.00232828870779977,2
"interia","komorowski","2015-04-14 10:42:00",1,TRUE,14495,3,0.000206967919972404,4
"interia","komorowski","2015-04-14 10:42:00",2,TRUE,1675,3,0.0017910447761194,2
"interia","komorowski","2015-04-14 10:42:00",3,TRUE,931,2,0.00214822771213749,2
"interia","komorowski","2015-04-14 13:42:00",1,TRUE,14495,3,0.000206967919972404,2
"interia","komorowski","2015-04-14 16:42:00",1,TRUE,1445,5,0.00346020761245675,2
