"portal","kandydat","data","nr","czy.w.tytule","dlugosc.art","ile.razy","ile.razy.wzg","waga"
"NaTematWybory","duda","2015-03-24 00:00:00",3,FALSE,7616,4,0.000525210084033613,2
"NaTematWybory","duda","2015-03-24 00:00:00",4,TRUE,2400,9,0.00375,2
"NaTematWybory","duda","2015-03-24 00:00:00",5,FALSE,1499,1,0.00066711140760507,2
"NaTematWybory","duda","2015-03-24 00:00:00",6,FALSE,1647,1,0.000607164541590771,2
"NaTematWybory","duda","2015-03-24 00:00:00",7,FALSE,3854,3,0.000778412039439543,2
"NaTematWybory","duda","2015-03-24 00:00:00",8,TRUE,1466,4,0.00272851296043656,2
"NaTematWybory","duda","2015-03-24 00:00:00",9,TRUE,2483,8,0.00322190898107128,2
"NaTematWybory","duda","2015-03-24 00:00:00",10,FALSE,3763,1,0.000265745415891576,2
"NaTematWybory","duda","2015-03-24 00:00:00",11,FALSE,4282,1,0.000233535730966838,2
"NaTematWybory","duda","2015-03-24 00:00:00",12,FALSE,5480,1,0.000182481751824818,2
"NaTematWybory","duda","2015-03-24 00:00:00",13,FALSE,5436,11,0.00202354672553348,2
"NaTematWybory","duda","2015-03-24 00:00:00",14,FALSE,2160,1,0.000462962962962963,2
"NaTematWybory","duda","2015-03-24 00:00:00",15,FALSE,5103,7,0.00137174211248285,2
"NaTematWybory","duda","2015-03-24 00:00:00",16,TRUE,4457,2,0.00044873233116446,2
"NaTematWybory","duda","2015-03-24 00:00:00",17,TRUE,2203,7,0.00317748524738992,2
"NaTematWybory","duda","2015-03-24 00:00:00",18,FALSE,1740,1,0.000574712643678161,2
"NaTematWybory","duda","2015-03-24 00:00:00",19,TRUE,1478,2,0.0013531799729364,2
"NaTematWybory","duda","2015-03-24 00:00:00",20,TRUE,2858,10,0.00349895031490553,2
"NaTematWybory","duda","2015-03-24 00:00:00",21,TRUE,1741,3,0.00172314761631246,2
"NaTematWybory","duda","2015-03-24 00:00:00",22,TRUE,2146,4,0.00186393289841566,2
"NaTematWybory","duda","2015-03-24 00:00:00",23,TRUE,6851,3,0.000437892278499489,2
"NaTematWybory","duda","2015-03-24 00:00:00",24,FALSE,5022,1,0.000199123855037834,2
"NaTematWybory","duda","2015-03-24 00:00:00",25,TRUE,1741,7,0.00402067777139575,2
"NaTematWybory","duda","2015-03-24 00:00:00",26,TRUE,3087,4,0.00129575639779721,2
"NaTematWybory","duda","2015-03-24 00:00:00",27,FALSE,1826,2,0.00109529025191676,2
"NaTematWybory","duda","2015-03-24 00:00:00",28,FALSE,2347,6,0.00255645504899872,2
